ts,container,cpu_pct,mem_used,mem_pct
1780067754,xpltest-app-1,50.50,308.2MiB/1GiB,30.10
1780067754,xpltest-postgres-1,2.64,179.2MiB/2GiB,8.75
1780067754,xpltest-redis-1,1.01,10.09MiB/512MiB,1.97
1780067754,xpltest-worker-1,1.62,278.8MiB/512MiB,54.46
1780067758,xpltest-app-1,14.24,308.4MiB/1GiB,30.12
1780067758,xpltest-postgres-1,0.62,179.2MiB/2GiB,8.75
1780067758,xpltest-redis-1,0.87,10.27MiB/512MiB,2.01
1780067758,xpltest-worker-1,0.18,279.4MiB/512MiB,54.58
1780067761,xpltest-app-1,14.22,308.5MiB/1GiB,30.13
1780067761,xpltest-postgres-1,0.72,179.3MiB/2GiB,8.75
1780067761,xpltest-redis-1,1.10,10.29MiB/512MiB,2.01
1780067761,xpltest-worker-1,0.56,279.3MiB/512MiB,54.55
1780067765,xpltest-app-1,15.50,308.5MiB/1GiB,30.13
1780067765,xpltest-postgres-1,1.83,181MiB/2GiB,8.84
1780067765,xpltest-redis-1,1.63,10.08MiB/512MiB,1.97
1780067765,xpltest-worker-1,0.46,278.9MiB/512MiB,54.47
1780067768,xpltest-app-1,18.62,310.1MiB/1GiB,30.28
1780067768,xpltest-postgres-1,1.01,179.3MiB/2GiB,8.75
1780067768,xpltest-redis-1,1.08,10.21MiB/512MiB,1.99
1780067768,xpltest-worker-1,0.20,278.9MiB/512MiB,54.48
1780067772,xpltest-app-1,17.03,311.8MiB/1GiB,30.44
1780067772,xpltest-postgres-1,0.66,179.3MiB/2GiB,8.75
1780067772,xpltest-redis-1,1.05,10.04MiB/512MiB,1.96
1780067772,xpltest-worker-1,0.90,278.9MiB/512MiB,54.47
1780067775,xpltest-app-1,19.64,311.8MiB/1GiB,30.45
1780067775,xpltest-postgres-1,0.86,179.3MiB/2GiB,8.76
1780067775,xpltest-redis-1,1.04,10.11MiB/512MiB,1.98
1780067775,xpltest-worker-1,0.31,278.8MiB/512MiB,54.45
1780067779,xpltest-app-1,21.62,311.8MiB/1GiB,30.45
1780067779,xpltest-postgres-1,4.23,179.4MiB/2GiB,8.76
1780067779,xpltest-redis-1,3.97,10.04MiB/512MiB,1.96
1780067779,xpltest-worker-1,0.21,278.9MiB/512MiB,54.47
1780067782,xpltest-app-1,44.02,312.6MiB/1GiB,30.53
1780067782,xpltest-postgres-1,1.26,179.6MiB/2GiB,8.77
1780067782,xpltest-redis-1,0.80,10.09MiB/512MiB,1.97
1780067782,xpltest-worker-1,1.03,279.1MiB/512MiB,54.52
1780067786,xpltest-app-1,20.80,312.6MiB/1GiB,30.53
1780067786,xpltest-postgres-1,1.14,179.4MiB/2GiB,8.76
1780067786,xpltest-redis-1,1.06,10.12MiB/512MiB,1.98
1780067786,xpltest-worker-1,0.89,279.2MiB/512MiB,54.54
1780067789,xpltest-app-1,23.67,312.4MiB/1GiB,30.51
1780067789,xpltest-postgres-1,3.56,179.4MiB/2GiB,8.76
1780067789,xpltest-redis-1,3.67,10.24MiB/512MiB,2.00
1780067789,xpltest-worker-1,0.87,279.2MiB/512MiB,54.53
1780067793,xpltest-app-1,29.33,312.6MiB/1GiB,30.52
1780067793,xpltest-postgres-1,1.21,179.4MiB/2GiB,8.76
1780067793,xpltest-redis-1,1.09,10.07MiB/512MiB,1.97
1780067793,xpltest-worker-1,0.52,279.5MiB/512MiB,54.59
1780067797,xpltest-app-1,27.14,312.9MiB/1GiB,30.55
1780067797,xpltest-postgres-1,1.08,179.7MiB/2GiB,8.77
1780067797,xpltest-redis-1,0.86,9.973MiB/512MiB,1.95
1780067797,xpltest-worker-1,0.40,279.1MiB/512MiB,54.50
1780067800,xpltest-app-1,33.05,312.7MiB/1GiB,30.54
1780067800,xpltest-postgres-1,1.55,179.5MiB/2GiB,8.77
1780067800,xpltest-redis-1,1.19,10.03MiB/512MiB,1.96
1780067800,xpltest-worker-1,0.33,279.3MiB/512MiB,54.56
1780067804,xpltest-app-1,25.69,312.8MiB/1GiB,30.55
1780067804,xpltest-postgres-1,2.47,179.8MiB/2GiB,8.78
1780067804,xpltest-redis-1,1.10,10.11MiB/512MiB,1.97
1780067804,xpltest-worker-1,0.70,278.6MiB/512MiB,54.42
1780067807,xpltest-app-1,28.75,313.4MiB/1GiB,30.61
1780067807,xpltest-postgres-1,1.43,179.6MiB/2GiB,8.77
1780067807,xpltest-redis-1,1.23,10.31MiB/512MiB,2.01
1780067807,xpltest-worker-1,0.20,278.7MiB/512MiB,54.43
1780067811,xpltest-app-1,31.70,316.9MiB/1GiB,30.95
1780067811,xpltest-postgres-1,4.61,179.6MiB/2GiB,8.77
1780067811,xpltest-redis-1,1.11,10.07MiB/512MiB,1.97
1780067811,xpltest-worker-1,0.81,278.7MiB/512MiB,54.43
1780067814,xpltest-app-1,30.92,319.8MiB/1GiB,31.23
1780067814,xpltest-postgres-1,4.61,179.7MiB/2GiB,8.77
1780067814,xpltest-redis-1,3.59,10.44MiB/512MiB,2.04
1780067814,xpltest-worker-1,0.93,278.5MiB/512MiB,54.40
1780067818,xpltest-app-1,34.58,320.1MiB/1GiB,31.26
1780067818,xpltest-postgres-1,1.85,179.6MiB/2GiB,8.77
1780067818,xpltest-redis-1,0.95,9.965MiB/512MiB,1.95
1780067818,xpltest-worker-1,0.25,278.5MiB/512MiB,54.39
1780067822,xpltest-app-1,33.72,320MiB/1GiB,31.25
1780067822,xpltest-postgres-1,2.04,179.9MiB/2GiB,8.78
1780067822,xpltest-redis-1,1.27,10.06MiB/512MiB,1.96
