ts,container,cpu_pct,mem_used,mem_pct
1780069576,xpltest-worker-1,0.00,187.9MiB/512MiB,36.71
1780069580,xpltest-app-1,33.95,579.2MiB/1GiB,56.57
1780069580,xpltest-postgres-1,2.66,168.3MiB/2GiB,8.22
1780069580,xpltest-redis-1,0.82,10.5MiB/512MiB,2.05
1780069580,xpltest-worker-1,0.00,188MiB/512MiB,36.72
1780069583,xpltest-app-1,29.21,570MiB/1GiB,55.66
1780069583,xpltest-postgres-1,4.37,168.1MiB/2GiB,8.21
1780069583,xpltest-redis-1,1.74,10.5MiB/512MiB,2.05
1780069583,xpltest-worker-1,2.88,187.5MiB/512MiB,36.63
1780069587,xpltest-app-1,21.71,571.1MiB/1GiB,55.77
1780069587,xpltest-postgres-1,1.08,168.1MiB/2GiB,8.21
1780069587,xpltest-redis-1,0.76,10.32MiB/512MiB,2.02
1780069587,xpltest-worker-1,0.00,187.6MiB/512MiB,36.64
1780069590,xpltest-app-1,20.32,575MiB/1GiB,56.15
1780069590,xpltest-postgres-1,0.69,168.1MiB/2GiB,8.21
1780069590,xpltest-redis-1,3.61,10.32MiB/512MiB,2.02
1780069590,xpltest-worker-1,0.05,187.7MiB/512MiB,36.66
1780069594,xpltest-app-1,34.73,589.8MiB/1GiB,57.59
1780069594,xpltest-postgres-1,1.91,168.1MiB/2GiB,8.21
1780069594,xpltest-redis-1,0.82,10.33MiB/512MiB,2.02
1780069594,xpltest-worker-1,0.77,187.5MiB/512MiB,36.63
1780069597,xpltest-app-1,23.93,570.9MiB/1GiB,55.75
1780069597,xpltest-postgres-1,2.67,168.3MiB/2GiB,8.22
1780069597,xpltest-redis-1,0.63,10.33MiB/512MiB,2.02
1780069597,xpltest-worker-1,0.00,187.6MiB/512MiB,36.64
1780069601,xpltest-app-1,2.76,570.8MiB/1GiB,55.74
1780069601,xpltest-postgres-1,0.31,168.1MiB/2GiB,8.21
1780069601,xpltest-redis-1,1.02,10.33MiB/512MiB,2.02
1780069601,xpltest-worker-1,0.00,187.7MiB/512MiB,36.65
1780069604,xpltest-app-1,0.05,570.8MiB/1GiB,55.74
1780069604,xpltest-postgres-1,0.90,168.1MiB/2GiB,8.21
1780069604,xpltest-redis-1,3.64,10.63MiB/512MiB,2.08
1780069604,xpltest-worker-1,0.03,188.1MiB/512MiB,36.74
