ts,container,cpu_pct,mem_used,mem_pct
1780066990,xpltest-postgres-1,2.34,158.8MiB/2GiB,7.75
1780066990,xpltest-redis-1,0.64,10.19MiB/512MiB,1.99
1780066990,xpltest-worker-1,0.65,278.9MiB/512MiB,54.48
1780066994,xpltest-app-1,39.03,495.4MiB/1GiB,48.38
1780066994,xpltest-postgres-1,2.06,158.7MiB/2GiB,7.75
1780066994,xpltest-redis-1,1.05,10.12MiB/512MiB,1.98
1780066994,xpltest-worker-1,0.19,278.8MiB/512MiB,54.45
1780066997,xpltest-app-1,62.40,500.3MiB/1GiB,48.86
1780066997,xpltest-postgres-1,4.60,159.7MiB/2GiB,7.80
1780066997,xpltest-redis-1,1.07,10.14MiB/512MiB,1.98
1780066997,xpltest-worker-1,0.38,278.9MiB/512MiB,54.47
1780067001,xpltest-app-1,39.39,504.3MiB/1GiB,49.25
1780067001,xpltest-postgres-1,4.42,159.2MiB/2GiB,7.78
1780067001,xpltest-redis-1,1.93,10.12MiB/512MiB,1.98
1780067001,xpltest-worker-1,0.24,279.4MiB/512MiB,54.57
1780067004,xpltest-app-1,69.53,523.8MiB/1GiB,51.15
1780067004,xpltest-postgres-1,1.51,159.2MiB/2GiB,7.78
1780067004,xpltest-redis-1,1.18,10.12MiB/512MiB,1.98
1780067004,xpltest-worker-1,0.19,279MiB/512MiB,54.48
1780067008,xpltest-app-1,49.65,518.1MiB/1GiB,50.59
1780067008,xpltest-postgres-1,3.79,163MiB/2GiB,7.96
1780067008,xpltest-redis-1,0.78,10.13MiB/512MiB,1.98
1780067008,xpltest-worker-1,0.58,279.1MiB/512MiB,54.51
1780067011,xpltest-app-1,53.57,522MiB/1GiB,50.97
1780067011,xpltest-postgres-1,6.36,163.3MiB/2GiB,7.98
1780067011,xpltest-redis-1,3.52,10.11MiB/512MiB,1.98
1780067011,xpltest-worker-1,0.33,279.2MiB/512MiB,54.53
1780067015,xpltest-app-1,62.32,531.8MiB/1GiB,51.94
1780067015,xpltest-postgres-1,1.18,163.4MiB/2GiB,7.98
1780067015,xpltest-redis-1,0.63,10.11MiB/512MiB,1.97
1780067015,xpltest-worker-1,0.38,279.3MiB/512MiB,54.56
1780067019,xpltest-app-1,39.17,526.2MiB/1GiB,51.39
1780067019,xpltest-postgres-1,2.44,163.6MiB/2GiB,7.99
1780067019,xpltest-redis-1,0.96,10.11MiB/512MiB,1.98
1780067019,xpltest-worker-1,0.52,279.1MiB/512MiB,54.51
1780067022,xpltest-app-1,29.67,528.8MiB/1GiB,51.64
1780067022,xpltest-postgres-1,3.17,163.4MiB/2GiB,7.98
1780067022,xpltest-redis-1,0.50,10.08MiB/512MiB,1.97
1780067022,xpltest-worker-1,0.13,279.2MiB/512MiB,54.53
1780067026,xpltest-app-1,81.13,532.2MiB/1GiB,51.97
1780067026,xpltest-postgres-1,1.83,164.1MiB/2GiB,8.01
1780067026,xpltest-redis-1,0.69,10.08MiB/512MiB,1.97
1780067026,xpltest-worker-1,0.33,279.3MiB/512MiB,54.55
1780067029,xpltest-app-1,43.56,534.7MiB/1GiB,52.22
1780067029,xpltest-postgres-1,2.91,163.7MiB/2GiB,7.99
1780067029,xpltest-redis-1,1.37,10.16MiB/512MiB,1.98
1780067029,xpltest-worker-1,0.54,279MiB/512MiB,54.50
1780067033,xpltest-app-1,32.71,538.1MiB/1GiB,52.54
1780067033,xpltest-postgres-1,1.70,163.4MiB/2GiB,7.98
1780067033,xpltest-redis-1,3.77,10.13MiB/512MiB,1.98
1780067033,xpltest-worker-1,0.26,279MiB/512MiB,54.49
1780067036,xpltest-app-1,46.06,540.9MiB/1GiB,52.82
1780067036,xpltest-postgres-1,5.44,168.2MiB/2GiB,8.21
1780067036,xpltest-redis-1,1.95,10.15MiB/512MiB,1.98
1780067036,xpltest-worker-1,0.57,278.9MiB/512MiB,54.47
1780067040,xpltest-app-1,42.27,544.5MiB/1GiB,53.18
1780067040,xpltest-postgres-1,2.23,169.5MiB/2GiB,8.27
1780067040,xpltest-redis-1,1.23,10.17MiB/512MiB,1.99
1780067040,xpltest-worker-1,1.75,279.4MiB/512MiB,54.57
1780067043,xpltest-app-1,40.54,552.4MiB/1GiB,53.95
1780067043,xpltest-postgres-1,2.52,169.2MiB/2GiB,8.26
1780067043,xpltest-redis-1,0.62,10.05MiB/512MiB,1.96
1780067043,xpltest-worker-1,0.74,279.4MiB/512MiB,54.57
1780067047,xpltest-app-1,47.47,549.8MiB/1GiB,53.69
1780067047,xpltest-postgres-1,5.93,171MiB/2GiB,8.35
1780067047,xpltest-redis-1,2.12,12.05MiB/512MiB,2.35
1780067047,xpltest-worker-1,1.18,279MiB/512MiB,54.50
1780067050,xpltest-app-1,33.12,554.1MiB/1GiB,54.11
1780067050,xpltest-postgres-1,1.76,171.3MiB/2GiB,8.36
1780067050,xpltest-redis-1,0.59,10.18MiB/512MiB,1.99
1780067050,xpltest-worker-1,1.13,279.4MiB/512MiB,54.56
1780067054,xpltest-app-1,41.76,556.5MiB/1GiB,54.34
1780067054,xpltest-postgres-1,2.28,171.7MiB/2GiB,8.38
1780067054,xpltest-redis-1,0.44,10.02MiB/512MiB,1.96
1780067054,xpltest-worker-1,0.22,279.9MiB/512MiB,54.67
1780067058,xpltest-app-1,44.26,559.8MiB/1GiB,54.67
1780067058,xpltest-postgres-1,2.25,172MiB/2GiB,8.40
1780067058,xpltest-redis-1,1.29,10.02MiB/512MiB,1.96
1780067058,xpltest-worker-1,0.28,279.4MiB/512MiB,54.56
1780067061,xpltest-app-1,46.55,567.7MiB/1GiB,55.44
1780067061,xpltest-postgres-1,5.04,171.6MiB/2GiB,8.38
1780067061,xpltest-redis-1,3.11,10.08MiB/512MiB,1.97
1780067061,xpltest-worker-1,0.20,279.1MiB/512MiB,54.51
1780067065,xpltest-app-1,48.89,566.8MiB/1GiB,55.35
1780067065,xpltest-postgres-1,2.84,171.4MiB/2GiB,8.37
1780067065,xpltest-redis-1,1.28,10.28MiB/512MiB,2.01
1780067065,xpltest-worker-1,0.25,279.6MiB/512MiB,54.61
1780067068,xpltest-app-1,79.99,567.7MiB/1GiB,55.44
1780067068,xpltest-postgres-1,1.39,171.4MiB/2GiB,8.37
1780067068,xpltest-redis-1,0.82,10.03MiB/512MiB,1.96
1780067068,xpltest-worker-1,0.42,279.5MiB/512MiB,54.60
1780067072,xpltest-app-1,53.83,571.9MiB/1GiB,55.85
1780067072,xpltest-postgres-1,4.66,171.7MiB/2GiB,8.39
1780067072,xpltest-redis-1,0.71,10.14MiB/512MiB,1.98
1780067072,xpltest-worker-1,0.22,279.7MiB/512MiB,54.63
1780067075,xpltest-app-1,99.90,570.5MiB/1GiB,55.72
1780067075,xpltest-postgres-1,1.06,171.7MiB/2GiB,8.39
1780067075,xpltest-redis-1,0.90,10.06MiB/512MiB,1.96
1780067075,xpltest-worker-1,0.60,280.3MiB/512MiB,54.74
1780067079,xpltest-app-1,75.28,576.2MiB/1GiB,56.27
1780067079,xpltest-postgres-1,3.69,174MiB/2GiB,8.50
1780067079,xpltest-redis-1,0.48,10.06MiB/512MiB,1.96
1780067079,xpltest-worker-1,0.49,279.8MiB/512MiB,54.64
1780067082,xpltest-app-1,42.49,562.5MiB/1GiB,54.93
1780067082,xpltest-postgres-1,2.15,175MiB/2GiB,8.54
1780067082,xpltest-redis-1,0.64,10.04MiB/512MiB,1.96
1780067082,xpltest-worker-1,0.23,279.7MiB/512MiB,54.62
1780067086,xpltest-app-1,43.32,573MiB/1GiB,55.96
1780067086,xpltest-postgres-1,2.63,175MiB/2GiB,8.55
1780067086,xpltest-redis-1,0.86,10.03MiB/512MiB,1.96
1780067086,xpltest-worker-1,0.41,280.1MiB/512MiB,54.70
1780067089,xpltest-app-1,53.13,575.8MiB/1GiB,56.23
1780067089,xpltest-postgres-1,2.92,175MiB/2GiB,8.55
1780067089,xpltest-redis-1,0.74,10.12MiB/512MiB,1.98
