ts,container,cpu_pct,mem_used,mem_pct
1780069483,xpltest-postgres-1,1.70,164.4MiB/2GiB,8.03
1780069483,xpltest-redis-1,0.91,9.703MiB/512MiB,1.90
1780069483,xpltest-worker-1,0.00,0B/0B,0.00
1780069486,xpltest-app-1,23.54,565MiB/1GiB,55.17
1780069486,xpltest-postgres-1,1.15,164.2MiB/2GiB,8.02
1780069486,xpltest-redis-1,0.72,9.703MiB/512MiB,1.90
1780069486,xpltest-worker-1,0.00,0B/0B,0.00
1780069490,xpltest-app-1,66.33,565.1MiB/1GiB,55.18
1780069490,xpltest-postgres-1,3.52,164.2MiB/2GiB,8.02
1780069490,xpltest-redis-1,0.48,9.703MiB/512MiB,1.90
1780069490,xpltest-worker-1,0.00,0B/0B,0.00
1780069493,xpltest-app-1,76.77,573.6MiB/1GiB,56.02
1780069493,xpltest-postgres-1,1.21,164.1MiB/2GiB,8.02
1780069493,xpltest-redis-1,0.84,9.703MiB/512MiB,1.90
1780069493,xpltest-worker-1,0.00,0B/0B,0.00
1780069497,xpltest-app-1,27.03,573.6MiB/1GiB,56.02
1780069497,xpltest-postgres-1,1.96,165.1MiB/2GiB,8.06
1780069497,xpltest-redis-1,0.76,9.703MiB/512MiB,1.90
1780069497,xpltest-worker-1,0.00,0B/0B,0.00
1780069501,xpltest-app-1,77.79,564.1MiB/1GiB,55.09
1780069501,xpltest-postgres-1,7.00,164.4MiB/2GiB,8.03
1780069501,xpltest-redis-1,0.58,9.703MiB/512MiB,1.90
1780069501,xpltest-worker-1,0.00,0B/0B,0.00
1780069504,xpltest-app-1,19.87,567.5MiB/1GiB,55.42
1780069504,xpltest-postgres-1,3.93,164.7MiB/2GiB,8.04
1780069504,xpltest-redis-1,3.21,9.703MiB/512MiB,1.90
1780069504,xpltest-worker-1,0.00,0B/0B,0.00
1780069508,xpltest-app-1,4.01,568MiB/1GiB,55.46
1780069508,xpltest-postgres-1,3.64,164.5MiB/2GiB,8.03
1780069508,xpltest-redis-1,0.80,9.965MiB/512MiB,1.95
1780069508,xpltest-worker-1,0.00,0B/0B,0.00
